"Marka","Model","Generacja","Wersja","TypSilnika","MocSilnika","SrednieSpalanieZuzycie","Cena2023","Cena2022","Cena2021","RodzajSkrzyni","RodzajNapedu","Silnik","PojemnoscSilnika","RokRozpoczeciaProdukcji","RokZakonczeniaProdukcji"
"Toyota","Starlet","II","","benzynowy",54,6,NA,NA,NA,"manualna","na przednią oś","1.0 54KM 40kW 1984-1989",1,"1984","1989"
"Toyota","Starlet","II","","benzynowy",75,6.5,NA,NA,NA,"manualna","na przednią oś","1.3 75KM 55kW 1984-1989",1.3,"1984","1989"
"Toyota","Starlet","I","","benzynowy",45,7.2,NA,NA,NA,"manualna","na tylną oś","1.0 45KM 33kW 1978-1984",1,"1978","1984"
"Toyota","Starlet","I","","benzynowy",54,7.6,NA,NA,NA,"manualna","na tylną oś","1.2 54KM 40kW 1978-1982",1.2,"1978","1982"
"Toyota","Starlet","I","","benzynowy",65,6.8,NA,NA,NA,"manualna","na tylną oś","1.3 65KM 48kW 1978-1984",1.3,"1978","1984"
"Toyota","Tercel","V","","benzynowy",85,NA,NA,NA,NA,"manualna","na przednią oś","1.3 i 85KM 63kW 1994-1999",1.3,"1994","1999"
"Toyota","Tercel","V","","benzynowy",94,NA,NA,NA,NA,"manualna","na przednią oś","1.5 i 94KM 69kW 1994-1999",1.5,"1994","1999"
"Toyota","Tercel","V","","diesel",67,NA,NA,NA,NA,"manualna","na przednią oś","1.5 TD 67KM 49kW 1994-1999",1.5,"1994","1999"
"Toyota","Tercel","IV","","benzynowy",97,4.5,NA,NA,NA,"manualna","na przednią oś","1.3 i 16V 97KM 71kW 1990-1994",1.3,"1990","1994"
"Toyota","Tercel","IV","","benzynowy",100,4.7,NA,NA,NA,"manualna","na przednią oś","1.5 i 16V VS 100KM 74kW 1990-1994",1.5,"1990","1994"
"Toyota","Tercel","IV","","benzynowy",115,5.4,NA,NA,NA,"manualna","na przednią oś","1.5 i 16V VZ 115KM 85kW 1990-1994",1.5,"1990","1994"
"Toyota","Tercel","III","","benzynowy",97,4.5,NA,NA,NA,"manualna","na przednią oś","1.3 i 16V 97KM 71kW 1989-1990",1.3,"1989","1990"
"Toyota","Tercel","III","","benzynowy",68,NA,NA,NA,NA,"","","1.4 4WD 68KM 50kW 1987-1988",1.4,"1987","1988"
"Toyota","Tercel","III","","benzynowy",100,4.7,NA,NA,NA,"manualna","na przednią oś","1.5 i 16V VS 100KM 74kW 1987-1990",1.5,"1987","1990"
"Toyota","Tercel","III","","benzynowy",115,5.4,NA,NA,NA,"manualna","na przednią oś","1.5 i 16V VZ 115KM 85kW 1987-1990",1.5,"1987","1990"
"Toyota","Tercel","II","","benzynowy",65,6.6,NA,NA,NA,"manualna","na przednią oś","1.3 65KM 48kW 1982-1986",1.3,"1982","1986"
"Toyota","Tercel","II","","benzynowy",71,8,NA,NA,NA,"manualna","4x4","1.4 4WD 71KM 52kW 1982-1986",1.4,"1982","1986"
"Toyota","Tercel","II","","benzynowy",78,NA,NA,NA,NA,"","","1.5 78KM 57kW 1983-1986",1.5,"1983","1986"
"Toyota","Tercel","I","","benzynowy",65,7.3,NA,NA,NA,"manualna","na przednią oś","1.3 65KM 48kW 1979-1982",1.3,"1979","1982"
"Toyota","Tercel","I","","benzynowy",60,NA,NA,NA,NA,"","","1.5 60KM 44kW 1978-1982",1.5,"1978","1982"
"Toyota","Tercel","I","","benzynowy",75,NA,NA,NA,NA,"","","1.5 75KM 55kW 1978-1982",1.5,"1978","1982"
"Toyota","Urban Cruiser","","","benzynowy",100,5.5,NA,NA,NA,"manualna","na przednią oś","1.3 100KM 74kW 2009-2011",1.3,"2009","2011"
"Toyota","Urban Cruiser","","","benzynowy",100,5.5,NA,NA,NA,"manualna","na przednią oś","1.33 Dual VVT-i 100KM 74kW 2011-2012",1.33,"2011","2012"
"Toyota","Urban Cruiser","","","benzynowy",101,NA,NA,NA,NA,"manualna","na przednią oś","1.55 Dual VVT-i 101KM 74kW 2010-2011",1.55,"2010","2011"
"Toyota","Urban Cruiser","","","diesel",90,4.5,NA,NA,NA,"manualna","4x4","1.4 D-4D 90KM 66kW 2009-2012",1.4,"2009","2012"
"Toyota","Venza","","","benzynowy",181,9.4,NA,NA,NA,"automatyczna","na przednią oś","2.7 R4 181KM 133kW 2008-2015",2.7,"2008","2015"
"Toyota","Venza","","","benzynowy",268,10.7,NA,NA,NA,"automatyczna","na przednią oś","3.5 V6 268KM 197kW 2008-2015",3.5,"2008","2015"
"Toyota","Verso","","Minivan Facelifting","benzynowy",132,6.6,73900,49900,40999,"manualna","na przednią oś","1.6 Valvematic 132KM 97kW 2013-2018",1.6,"2013","2018"
"Toyota","Verso","","Minivan Facelifting","benzynowy",147,6.8,73900,49900,40999,"manualna","na przednią oś","1.8 Valvematic 147KM 108kW 2013-2018",1.8,"2013","2018"
"Toyota","Verso","","Minivan Facelifting","diesel",112,5.5,73900,49900,40999,"manualna","na przednią oś","1.6 D-4D 112KM 82kW 2014-2018",1.6,"2014","2018"
"Toyota","Verso","","Minivan Facelifting","diesel",124,4.9,73900,49900,40999,"manualna","na przednią oś","2.0 D-4D 124KM 91kW 2013-2018",2,"2013","2018"
"Toyota","Verso","","Minivan Facelifting","diesel",150,6.4,73900,49900,40999,"automatyczna","na przednią oś","2.2 D-CAT 150KM 110kW 2013-2018",2.2,"2013","2018"
"Toyota","Verso","","Minivan Facelifting","diesel",177,5.8,73900,49900,40999,"manualna","na przednią oś","2.2 D-CAT 177KM 130kW 2013-2018",2.2,"2013","2018"
"Toyota","Verso","","Minivan","benzynowy",132,6.7,73900,49900,40999,"manualna","","1.6 Valvematic 132KM 97kW 2009-2013",1.6,"2009","2013"
"Toyota","Verso","","Minivan","benzynowy",147,6.9,73900,49900,40999,"manualna","na przednią oś","1.8 Valvematic 147KM 108kW 2009-2013",1.8,"2009","2013"
"Toyota","Verso","","Minivan","diesel",126,5.4,73900,49900,40999,"manualna","na przednią oś","2.0 D-4D 126KM 93kW 2009-2013",2,"2009","2013"
"Toyota","Verso","","Minivan","diesel",150,6.8,73900,49900,40999,"automatyczna","","2.2 D-CAT 150KM 110kW 2009-2013",2.2,"2009","2013"
"Toyota","Verso","","Minivan","diesel",177,6,73900,49900,40999,"manualna","","2.2 D-CAT 177KM 130kW 2009-2013",2.2,"2009","2013"
"Toyota","Verso-S","","","benzynowy",99,5.4,26999,27400,26800,"manualna","na przednią oś","1.33 Dual VVT-i 99KM 73kW 2011-2013",1.33,"2011","2013"
"Toyota","Verso-S","","","diesel",90,4.3,26999,27400,26800,"manualna","na przednią oś","1.4 D-4D 90KM 66kW 2011-2013",1.4,"2011","2013"
"Toyota","Yaris Hybrid","","","hybrydowy",100,3.5,NA,NA,NA,"automatyczna","na przednią oś","Hybrid 100KM 74kW 2012-2014",1.5,"2012","2014"
"Toyota","Yaris Verso","","","benzynowy",86,6.5,4900,2999,8200,"manualna","na przednią oś","1.3 i 16V 86KM 63kW 1999-2005",1.3,"1999","2005"
"Toyota","Yaris Verso","","","benzynowy",106,6.7,4900,2999,8200,"manualna","na przednią oś","1.5 i 16V 106KM 78kW 1999-2005",1.5,"1999","2005"
"Toyota","Yaris Verso","","","diesel",75,4.9,4900,2999,8200,"manualna","na przednią oś","1.4 DI 75KM 55kW 2001-2005",1.4,"2001","2005"
